"(Parent) ASIN","(Child) ASIN","Title","SKU","Sessions","Session Percentage","Page Views","Page Views Percentage","Buy Box Percentage","Units Ordered","Units Ordered - B2B","Unit Session Percentage","Unit Session Percentage - B2B","Ordered Product Sales","Ordered Product Sales - B2B","Total Order Items","Total Order Items - B2B"
"B08FRN24ST","B085LLBM8C","Ilyapa 36 x 17 Inch Double Sided Desk Pad - Leather Style Full Desk Mouse Pad - Easy Clean Non Slip Computer Desk Blotter Mat for Home Or Office (36x17"" Mauve,Blush)","PL-IL-DM17X36PU-BHMV","45","0.08%","53","0.07%","100%","3","1","6.67%","2.22%","$26.97","$8.99","3","1"
"B08YZ6D6FV","B0861BTK2J","1 to 3 Extension Cord Splitter - 6 Foot Green Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable - Great for Powering Outdoor Christmas Decorations","PL-IFC-163GSPLT12","42","0.07%","66","0.09%","100%","14","1","33.33%","2.38%","$160.30","$12.95","14","1"
"B08GM93CQM","B0868VRW72","Play Platoon Bocce Ball Set with 8 Balls, Pallino, Carry Bag & Rope - Red & Blue 2 to 8 Person Game","PL-PP-BOCEB-RB90","53","0.09%","80","0.10%","100%","13","3","24.53%","5.66%","$493.87","$113.97","11","1"
"B097CBSR27","B086Q5RS5T","Ilyapa Wood Vinyl Record Shelf Wall Mount, 6 Pack - Black Record Album Holder Display Your LP","PL-IL-WRH-BLK-6PK","50","0.08%","63","0.08%","100%","17","1","34.00%","2.00%","$343.32","$20.35","16","1"
"B086VLV79Q","B086VLDNG9","Ilyapa Self Closing Cabinet Hinges Satin Nickel, 2 Pack - Surface Mount Hidden Spring Kitchen Cabinet Door Hinge Hardware","PL-IL-CHSMHS-SN-2PK","41","0.07%","55","0.07%","98%","40","4","97.56%","9.76%","$244.60","$23.96","10","1"
"B087XWGFG2","B087XWGFG2","Metal Stamping Kit with Hammer and Steel Bench Block, 36 Piece Punch Set - Letter Stamps for Metal, Jewelry, Wood, Leather & More","PL-CT-MSHBSB","113","0.19%","147","0.19%","99%","14","1","12.39%","0.88%","$618.62","$42.99","14","1"
"B08NTSPG4V","B087YD32B8","Metal Stamping Kit, 37 Piece Punch Set - Number & Letter Stamps for Metal, Jewelry, Wood, Leather & More","PL-CT-MS18S-37PK","34","0.06%","49","0.06%","98%","1","1","2.94%","2.94%","$18.19","$18.19","1","1"
"B08LQJ76Q2","B088TV5ML8","Ilyapa Felt Desk Pad, Gray Heather - 36 x 17 Inch Office Computer Mat for Desk","PL-IL-DM17X36NFELT-GRY","37","0.06%","48","0.06%","100%","4","1","10.81%","2.70%","$55.96","$13.99","4","1"
"B08FRN24ST","B088TVVY6L","Office Desk Pad, Dual Sided Cork & Cream Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Cork/Cream)","PL-IL-DM23X47PUC-EGCK","49","0.08%","65","0.08%","98%","4","1","8.16%","2.04%","$79.96","$19.99","4","1"
"B07H5P1LYM","B08971R6C7","Corn Filled Cornhole Bags - Set of 8 American Flag Bean Bags for Corn Hole Game - Regulation Size & Weight - Stars and Stripes","PL-PP-CHC-STAR-A","75","0.13%","97","0.13%","100%","47","1","62.67%","1.33%","$1,062.53","$22.99","42","1"
"B08BJBWWPH","B089B64JQC","Rodger Wireless Bedwetting Alarm Kit - Most Effective Bed Wetting Alarm System for Kids - Includes 2 Moisture Sensing Briefs, Waterproof Bed Pad, Guide Book, Free Mobile App - Child, Lavender, Small","J-AMZ-RGLAV128-A","20","0.03%","26","0.03%","100%","1","1","5.00%","5.00%","$149.99","$149.99","1","1"
"B089DNMN67","B089DM18DK","3 Prong to 4 Prong Dryer Plug Adapter - 10/4 STW 1.5 Ft Black Outlet Adapter for Dryer - NEMA 10-30R to 14-30P","PL-IFC-104DRYADP-BK1.5","18","0.03%","21","0.03%","100%","5","1","27.78%","5.56%","$89.95","$17.99","5","1"
"B089DPPG91","B089DPYSNV","4 Prong Dryer Cord - 10 Ft Dryer Extension Cord Power Plug, 10/4 SRDT, 30 Amp, NEMA 14-30, Black","PL-IFC-104DRY-BK10","40","0.07%","58","0.08%","100%","32","1","80.00%","2.50%","$1,135.80","$35.83","29","1"
"B08W9K4BGM","B089DR4RYL","30Ft Retractable Extension Cord Reel with Breaker Switch & 3 Electrical Power Outlets - 16/3 SJTW Durable Green Cable - Perfect for Hanging from Your Garage Ceiling","PL-IFC-163CR30-GRBK","62","0.10%","78","0.10%","100%","16","1","25.81%","1.61%","$703.20","$43.95","15","1"
"B07H5P1LYM","B089H15G67","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Purple & Black","PL-PP-CHC-PUBK-A","9","0.02%","13","0.02%","100%","7","1","77.78%","11.11%","$132.93","$18.99","7","1"
"B08B6FG2CZ","B08B6DRH7R","25 Ft Extension Cord 2 Pack - 16/3 SJTW Durable Green Cable with 3 Electrical Power Outlets - Great for Powering Christmas Decorations","PL-IFC-163G25PS3-PK2","19","0.03%","21","0.03%","100%","5","1","26.32%","5.26%","$99.75","$19.95","5","1"
"B081TLHL98","B08B6GXS6W","2 Pack of 3 Ft Outdoor Extension Cords - 16/3 SJTW Green 3 Prong Electrical Cable - Great for Powering Christmas Decorations","PL-IFC-163G03-2PK","53","0.09%","68","0.09%","100%","30","1","56.60%","1.89%","$241.59","$7.95","30","1"
"B08L3X1KJG","B08BVWCMM7","Ilyapa Window Frame Wall Decor 2 Pack - Large 18x22 Inch Rustic Espresso Wood 6 Pane Window Country Farmhouse Decorations","PL-IL-WP18x22-ESP-2PK6PN","113","0.19%","125","0.16%","100%","2","1","1.77%","0.88%","$78.24","$39.04","2","1"
"B08PG2S6T9","B08BWBY3K9","Ilyapa Wood Paper Towel Dispenser - Rustic Farmhouse White Wooden Multifold Hand Towel Holder","PL-IL-PTD11.5x7.5-WHT","21","0.04%","27","0.03%","100%","3","1","14.29%","4.76%","$61.50","$21.52","3","1"
"B09314H4J5","B08DKVDR9S","Ilyapa Entry Lever Keyed Door Handle - Modern, Oil Rubbed Bronze Exterior Door Keyed Turn Thumb Locking Door Lever, Oil Rubbed Bronze","PL-IL-LVR-ENTR-MD-ORB-1PK","13","0.02%","18","0.02%","89%","13","1","100.00%","7.69%","$246.87","$18.99","5","1"
"B078KQBVBN","B08FXNZ1J4","","PL-IFC-103Y10P","81","0.14%","110","0.14%","100%","20","1","24.69%","1.23%","$669.03","$34.21","19","1"
"B08V5JGK9W","B08J7Z51GV","50 Ft Retractable Extension Cord Reel - 2 In 1 Mountable & Portable Power Cord Reel with 3 Electrical Outlets - 14/3 SJTW Heavy Duty Black Cable - Perfect for Hanging from Your Garage Ceiling","PL-IFC-143CR50-ORBK","26","0.04%","32","0.04%","100%","7","2","26.92%","7.69%","$543.65","$159.90","6","1"
"B08JCX7LJN","B08JCYXGD9","Outdoor Electrical Junction Box - XL 11 x 9 Inch Waterproof Plastic Box with Cover for Electronics","PL-IFC-JB-XLR","45","0.08%","57","0.07%","98%","11","1","24.44%","2.22%","$265.89","$24.99","11","1"
"B08JCX7LJN","B08JDX7Z8M","Outdoor Electrical Junction Box - 8 x 8 Inch Waterproof Plastic Box with Cover for Electronics","PL-IFC-JB-LS","19","0.03%","23","0.03%","100%","5","1","26.32%","5.26%","$79.95","$15.99","5","1"
"B08LDWW9F7","B08LDVRQJB","Ilyapa Satin Nickel Kitchen Cabinet Knobs - Rectangle Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CKREC-S10","27","0.05%","36","0.05%","100%","7","1","25.93%","3.70%","$120.93","$18.99","7","1"
"B08LHCJR1M","B08LH8RBXL","16 AWG Replacement Power Cord with Open End - 10 Ft Black Extension Cable, 2 Wire 16/2 SJT","PL-IFC-RC162-10","17","0.03%","19","0.02%","100%","15","6","88.24%","35.29%","$179.89","$71.94","8","1"
"B08LLCGS6D","B08LL76WK7","1 to 4 Extension Cord Splitter - 40 Foot Black Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","PL-IFC-163B4SPL40","18","0.03%","28","0.04%","100%","16","1","88.89%","5.56%","$416.97","$25.95","12","1"
"B08LZQNLV2","B08LZPFZGW","7.5 Ft Outdoor Patio Umbrella with Aluminum Pole, Easy Open/Close Crank and Push Button Tilt Adjustment - Sage Green Market Umbrellas","PL-PUN-7USGGN","59","0.10%","81","0.10%","99%","9","1","15.25%","1.69%","$431.91","$47.99","7","1"
"B08MQPND4X","B08MQPND4X","Kids Climbing Rope with Platforms for Swing Set - Outdoor Backyard Playground Equipment for Jungle Gym","PL-PP-PG-CROPE78-A","46","0.08%","58","0.08%","100%","18","1","39.13%","2.17%","$234.72","$12.95","18","1"
"B08ZDSVDQN","B08NFFV36T","25 Foot Outdoor Extension Cord - 10/3 SJTW Black 10 Gauge Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-103B25","3","0.01%","3","0.00%","100%","2","1","66.67%","33.33%","$115.34","$57.67","2","1"
"B08ZDSVDQN","B08NFFYMXK","25 Foot Lighted Outdoor Extension Cord - 10/3 SJTW Orange 10 Gauge Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-103N25","41","0.07%","50","0.06%","100%","28","1","68.29%","2.44%","$1,222.92","$44.92","27","1"
"B07HKNMZ86","B08NFG3NLW","75 Ft Outdoor Extension Cord - 16/3 SJTW Durable Black Electrical Cable","PL-IFC-163B75","55","0.09%","70","0.09%","100%","38","1","69.09%","1.82%","$1,517.07","$39.95","35","1"
"B08YRZ86YZ","B08NFG5X4V","50 Ft Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable White Cable","PL-IFC-163W50P","31","0.05%","43","0.06%","100%","26","1","83.87%","3.23%","$593.10","$22.53","24","1"
"B07JBH4QN7","B08NFGWWFD","25 Ft Outdoor Extension Cord - 16/3 SJTW Durable White Electrical Cable","PL-IFC-163W25","44","0.07%","58","0.08%","100%","38","1","86.36%","2.27%","$629.13","$16.76","38","1"
"B07YVCNZD9","B08NFJ3XCH","16/2 Low Voltage Landscape Wire with 24 Connectors - 250ft Outdoor Low-Voltage Cable for Landscape Lighting, Black","PL-IFC-LV162250-24C","15","0.03%","21","0.03%","100%","11","4","73.33%","26.67%","$692.89","$251.96","6","1"
"B093TNMV7H","B08NLM9D8Y","6 Ft Double Ended Extension Cord, White - 16/2 SPT-2 Split Electrical Cable with 6 Power Outlets","PL-IFC-162WDBL06","15","0.03%","21","0.03%","100%","8","2","53.33%","13.33%","$71.60","$17.90","7","1"
"B093RVCPD3","B08NLRW93H","5 Pack of 10 Ft Power Cords for TV Computer or Monitor (NEMA 5-15P to C13) - 18/3 Replacement Audio & Video Power Cable, Black","PL-IFC-183MC10-5PK","11","0.02%","18","0.02%","100%","2","1","18.18%","9.09%","$51.10","$25.55","2","1"
"B093RVCPD3","B08NLSR6PK","2 Pack of 6 Ft Power Cords for TV Computer or Monitor (NEMA 5-15P to C13) - 18/3 Replacement Audio & Video Power Cable, Black","PL-IFC-183MC06-2PK","13","0.02%","16","0.02%","100%","8","1","61.54%","7.69%","$67.49","$8.12","8","1"
"B093RVCPD3","B08NLTH116","2 Pack of 6 Ft Power Cords for TV Computer or Monitor (NEMA 5-15P to C13) - 18/3 SJT 90 Degree Replacement Audio & Video Power Cable, Black","PL-IFC-183MCRA06-2PK","10","0.02%","11","0.01%","100%","8","3","80.00%","30.00%","$63.60","$23.85","6","1"
"B093RVCPD3","B08NMC7585","6 Ft Power Cord for TV Computer or Monitor (NEMA 5-15P to C13) - 18/3 Replacement Audio & Video Power Cable, Black","PL-IFC-183MC06","10","0.02%","13","0.02%","100%","8","1","80.00%","10.00%","$55.60","$6.95","8","1"
"B07JBH4QN7","B08PC6Z2K8","3 Ft Outdoor Extension Cord - 16/3 SJTW Durable White Electrical Cable","PL-IFC-163W03","35","0.06%","49","0.06%","100%","32","1","91.43%","2.86%","$255.68","$7.99","29","1"
"B08PG45VYZ","B08PG45VYZ","Extension Cord Storage Reel with Metal Stand, Black - Portable Cable Reel, Holds Up to 100 Ft of Electrical Cord, Hose, Rope or Christmas Lights","PL-IFC-CSR-WS-BK","185","0.31%","230","0.30%","97%","13","1","7.03%","0.54%","$454.87","$34.99","10","1"
"B091FVJTPR","B08PMH57S8","Iron Forge Cable 30 Amp Male to 30 Amp Female RV Electrical Adapter Power Cord, 12 Inch - 10/3 STW TT-30P Locking Plug to L5-30R, Yellow","PL-IFC-RVA-DB3","57","0.10%","70","0.09%","83%","6","1","10.53%","1.75%","$194.92","$35.12","6","1"
"B09882PXK6","B08Q26TQS9","Screwdriver Organizer, Hammer Holder and Pliers Rack - Wall Mount Workshop Hand Tool Organizers and Storage","PL-IFT-SO3x14-NAT","58","0.10%","66","0.09%","100%","3","1","5.17%","1.72%","$119.97","$38.99","3","1"
"B091FRPWYN","B08Q62C2G2","Iron Forge Cable 30 Amp RV Extension Cord 50 Ft - 10/3 STW TT-30P to NEMA L5-30R 125v RV Power Cord","PL-IFC-RVC1-50","23","0.04%","35","0.05%","100%","8","1","34.78%","4.35%","$719.60","$89.95","8","1"
"B0945JJMD1","B08RG6ZRNH","Play Platoon Pool Basketball Hoop Poolside with 2 Balls and 1 Air Pump - Swimming Pool Outdoor Game Set for Adults & Kids, Red","PL-PP-PLBBALL-RE","93","0.16%","128","0.17%","100%","9","1","9.68%","1.08%","$659.92","$82.49","9","1"
"B08W9K4BGM","B08RJV7GGH","30Ft Retractable Extension Cord Reel with Breaker Switch & 3 Electrical Power Outlets - 16/3 SJTW Durable Teal Cable - Perfect for Hanging from Your Garage Ceiling","PL-IFC-163CR30-TLBK","22","0.04%","28","0.04%","100%","4","1","18.18%","4.55%","$175.96","$43.99","4","1"
"B0971HSGPG","B08T5ZYW8R","6 Ft Extension Cord with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable Black Indoor Cable","PL-IFC-163B06AP","29","0.05%","40","0.05%","100%","11","1","37.93%","3.45%","$87.89","$7.99","11","1"
"B0971HSGPG","B08T68D3NL","2 Pack of 6 Ft Extension Cords with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable Black Indoor Cable","PL-IFC-163B06AP-2PK","14","0.02%","15","0.02%","100%","4","1","28.57%","7.14%","$46.20","$11.58","4","1"
"B0971FP6LG","B08T6BJSMM","2 Pack of 10 Ft Extension Cords with 45° Angled Flat Plug and 3 Electrical Power Outlets - 16/3 SJTW Low Profile Durable Black Indoor Cable","PL-IFC-163B10AP3-2PK","19","0.03%","24","0.03%","100%","12","1","63.16%","5.26%","$191.64","$15.95","9","1"
"B0971FP6LG","B08T6BNNJM","6 Ft Extension Cord with 45° Angled Flat Plug and 3 Electrical Power Outlets - 16/3 SJTW Low Profile Durable Black Indoor Cable","PL-IFC-163B06AP3","37","0.06%","47","0.06%","100%","20","3","54.05%","8.11%","$170.06","$25.50","18","1"
"B0971FP6LG","B08T6BQT7Q","3 Ft Extension Cord with 45° Angled Flat Plug and 3 Electrical Power Outlets - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W03AP3","42","0.07%","52","0.07%","100%","21","1","50.00%","2.38%","$188.79","$8.99","20","1"
"B0971FP6LG","B08T6BX5NT","2 Pack of 3 Ft Extension Cords with 45° Angled Flat Plug and 3 Electrical Power Outlets - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W03AP3-2PK","37","0.06%","51","0.07%","100%","19","1","51.35%","2.70%","$224.21","$12.68","18","1"
"B0971FP6LG","B08T6CG1L7","2 Pack of 6 Ft Extension Cords with 45° Angled Flat Plug and 3 Electrical Power Outlets - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W06AP3-2PK","38","0.06%","53","0.07%","100%","26","7","68.42%","18.42%","$347.19","$92.96","20","1"
"B0971HSGPG","B08T6DYNP5","2 Pack of 10 Ft Extension Cords with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W10AP-2PK","10","0.02%","12","0.02%","92%","6","1","60.00%","10.00%","$87.30","$14.60","6","1"
"B0971HSGPG","B08T6FBBP6","2 Pack of 6 Ft Extension Cords with 45° Angled Flat Plug - 16/3 SJTW Low Profile Durable White Indoor Cable","PL-IFC-163W06AP-2PK","6","0.01%","6","0.01%","100%","9","2","150.00%","33.33%","$101.10","$22.12","8","1"
"B08YFJKC1Z","B00070QH64","Malem Ultimate Bedwetting Alarm (Blue) for Boys and Girls - Loud Sound and Strong Vibration Wake Even Deep Sleepers - Award Winning Enuresis Alarm","Malem-M042","50","0.08%","59","0.08%","76%","1","0","2.00%","0.00%","$105.95","$0.00","1","0"
"B08YFJKC1Z","B000OC8RMW","Malem Ultimate Selectable Bedwetting Enuresis Alarm with Vibration & 8 Alarm Tones for Boys & Girls- Royal Blue","J-M04SB","25","0.04%","37","0.05%","86%","3","0","12.00%","0.00%","$329.85","$0.00","3","0"
"B00JG6KAAE","B00JG6KAAE","Dry Defender Heavy Duty Zippered Vinyl Pillow Covers - Waterproof - Queen Pillow Size 2-Pack","J-WCPQ","9","0.02%","11","0.01%","91%","3","0","33.33%","0.00%","$50.97","$0.00","3","0"
"B0777V8TG5","B015EQKY1Y","Building Brick Stackable Base Plates - Green 10 Pack of 5 x 5 Inch Classic Baseplates - Compatible with All Major Building Block Toys","PL-PP-BSBG10","9","0.02%","10","0.01%","80%","2","0","22.22%","0.00%","$34.20","$0.00","1","0"
"B0777V8TG5","B015EQKZ6I","Building Brick Base Plates - Blue 10 Pack of 5 x 5 Inch Stackable Classic Baseplates - Compatible with All Major Building Block Toys","PL-PP-BSBB10","14","0.02%","14","0.02%","93%","4","0","28.57%","0.00%","$50.00","$0.00","3","0"
"B089P1KSF2","B015EQL09E","Play Platoon Building Bricks - 10 x 10 Inch Green Classic Stackable Baseplate (4 Pack) Compatible with All Major Brands","PL-PP-BLBG4","5","0.01%","6","0.01%","100%","5","0","100.00%","0.00%","$67.45","$0.00","4","0"
"B089P1KSF2","B015EQL1AW","Building Bricks - 10 x 10 Inch Blue Stackable Baseplate (4 Pack) Classic Baseplates Compatible with All Major Brands","PL-PP-BLBB4","3","0.01%","3","0.00%","100%","2","0","66.67%","0.00%","$26.98","$0.00","1","0"
"B089P1KSF2","B015EQL26K","Play Platoon Building Bricks - 10 x 10 Inch Stackable Baseplate - Variety 6 Pack (2 Green, 2 Blue, 2 Gray) Classic Baseplate Compatible with All Major Brands","PL-PP-BLBV6","21","0.04%","26","0.03%","100%","6","0","28.57%","0.00%","$95.94","$0.00","5","0"
"B08PH91Q8S","B015T8S91E","Non-Toxic Children Play & Exercise Mat, 36 Tiles (12""x12"") - 3/8 Inch Thick Puzzle Play Mat for Kids & Toddlers, 6 Vibrant Colors, 36 sqft","PL-PP-10PL36","1","0.00%","1","0.00%","0%","1","0","100.00%","0.00%","$46.37","$0.00","1","0"
"B08PH91Q8S","B015T8S9Z0","Non-Toxic ABC Foam Mat, 36 Tiles (12""x12"")","PL-PP-10AB36-DL","101","0.17%","137","0.18%","61%","5","0","4.95%","0.00%","$207.70","$0.00","5","0"
"B08NRM17XZ","B019P9ZEL6","Iron Forge Cable 16/3 SJTW Green Extension Cable with 3 Prong, 20 Feet","PL-IFC-163G20","61","0.10%","93","0.12%","100%","32","0","52.46%","0.00%","$414.40","$0.00","30","0"
"B08T6MGFL7","B019P9ZFJW","25 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety","PL-IFC-163G25P","41","0.07%","48","0.06%","96%","1","0","2.44%","0.00%","$18.08","$0.00","1","0"
"B08T6MGFL7","B019P9ZFJW","25 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety","PL-IFC-163G25P-DL","41","0.07%","48","0.06%","96%","9","0","21.95%","0.00%","$180.72","$0.00","8","0"
"B07HKLFJGV","B019P9ZGGO","25 Foot Lighted Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow Extension Cable Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","amzn.gr.PL-IFC-123Y25-DL-ocousMI-elzl-VG","436","0.74%","599","0.78%","99%","1","0","0.23%","0.00%","$25.64","$0.00","1","0"
"B07HKLFJGV","B019P9ZGGO","25 Foot Lighted Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow Extension Cable Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-123Y25-DL","436","0.74%","599","0.78%","99%","6","0","1.38%","0.00%","$197.70","$0.00","5","0"
"B019PC59SG","B019PC59SG","Play Platoon H2PONG Inflatable Beer Pong Raft, Includes 5 Ping Pong Balls - Floating Pool Party Game Float Set","PL-PP-INPONGR","47","0.08%","67","0.09%","36%","2","0","4.26%","0.00%","$71.98","$0.00","2","0"
"B07ZTQP6PN","B01BX1GRJM","Iron Forge Tools 20 Foot Jumper Cables with Carry Bag - 2 Gauge, 500 AMP Booster Cable Kit","PL-IFT-BC02","44","0.07%","60","0.08%","100%","3","0","6.82%","0.00%","$110.97","$0.00","3","0"
"B089P1KSF2","B01BXCACGA","Building Bricks - 10 x 10 Inch Gray Stackable Baseplate (4 Pack) Classic Baseplates Compatible with All Major Brands","PL-PP-BLBGRAY4","9","0.02%","9","0.01%","100%","3","0","33.33%","0.00%","$43.77","$0.00","3","0"
"B07HKLFJGV","B01DDV89UK","Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow 3 Prong Extension Cable - Great for Garden and Major Appliances (50 Foot - Yellow)","amzn.gr.PL-IFC-123Y50-DL-zvMN8BCKwjjQ-LN","48","0.08%","72","0.09%","62%","1","0","2.08%","0.00%","$41.85","$0.00","1","0"
"B07HKLFJGV","B01DDV89UK","Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow 3 Prong Extension Cable - Great for Garden and Major Appliances (50 Foot - Yellow)","PL-IFC-123Y50","48","0.08%","72","0.09%","62%","3","0","6.25%","0.00%","$133.50","$0.00","2","0"
"B07VR21686","B01DDV8ASG","50 Ft Orange Extension Cord - 12/3 SJTW Heavy Duty Lighted Outdoor Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden & Major Appliances","PL-IFC-123N50","59","0.10%","91","0.12%","99%","6","0","10.17%","0.00%","$236.00","$0.00","6","0"
"B01E44VCAO","B01E44VCAO","25 Pack of G40 Globe Light Bulbs for String Lights - Fits E12 and C7 Sockets - 5 Watt Replacement Clear Glass Bulbs","PL-FL-G40-B25","11","0.02%","15","0.02%","100%","3","0","27.27%","0.00%","$42.01","$0.00","2","0"
"B01E44VDEO","B01E44VDEO","Replacement Bulbs S14 Commercial Grade String Light - 25 Pack - 1.5 Inch Candelabra Screw Base fits E27 and E26 Sockets","PL-FL-S14-B25","26","0.04%","30","0.04%","100%","8","0","30.77%","0.00%","$150.92","$0.00","7","0"
"B08FCWFYDH","B01IC1NQFO","16 oz Amber Glass Beer Bottles for Home Brewing 12 Pack with Flip Caps","PL-IL-BTL16A-12","142","0.24%","177","0.23%","98%","72","0","50.70%","0.00%","$2,162.78","$0.00","57","0"
"B07NBWS8WY","B01IC3FLGE","3 Tier Server Stand with Trays & Bowls - Tiered Serving Platter - Perfect for Cake, Dessert, Shrimp, Appetizers & More","PL-IL-SER2P3B","44","0.07%","50","0.06%","66%","1","0","2.27%","0.00%","$41.99","$0.00","1","0"
"B07NLLM73F","B01JMZWX7G","Ilyapa Satin Nickel Kitchen Cabinet Pulls - 3 Inch Hole Center Bin Cup Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABPC-S10","17","0.03%","25","0.03%","100%","3","0","17.65%","0.00%","$59.97","$0.00","2","0"
"B097HL6Z14","B01JMZX46U","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Knobs - 1 1/4 Inch Round Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABKRB-B10","37","0.06%","43","0.06%","0%","1","0","2.70%","0.00%","$17.99","$0.00","1","0"
"B097HL6Z14","B01JMZX4DS","Ilyapa Flat Black Kitchen Cabinet Knobs - 1 1/4 Inch Round Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABKRB-K10","21","0.04%","30","0.04%","97%","2","0","9.52%","0.00%","$28.43","$0.00","2","0"
"B097HL6Z14","B01JMZX7L2","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Knobs - 1 1/4 Inch Round Drawer Handles - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABKRB-B25","133","0.22%","177","0.23%","96%","22","0","16.54%","0.00%","$657.06","$0.00","18","0"
"B097HNMKRC","B01JMZXAL4","Ilyapa Satin Nickel Kitchen Cabinet Knobs - 1 1/4 Inch Round Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABKRB-S10","28","0.05%","32","0.04%","100%","4","0","14.29%","0.00%","$78.73","$0.00","4","0"
"B08T63XBNV","B01JMZXXHK","Ilyapa Spring Door Stops - 10 Pack 3 ¼ Inch Heavy Duty Door Stop - Traditional Spring Door Stop - Oil Rubbed Bronze w/Rubber Bumper","PL-IL-DS-B10","18","0.03%","21","0.03%","100%","20","0","111.11%","0.00%","$195.46","$0.00","19","0"
"B08NRM17XZ","B01JN1JRXW","50 Ft Outdoor Extension Cord - 16/3 Durable Green Cable - Great for Powering Outdoor Decorations","PL-IFC-163G50","76","0.13%","111","0.14%","100%","60","0","78.95%","0.00%","$1,595.00","$0.00","44","0"
"B07HKRM7YL","B01JN1JVE2","15 Ft Extension Cord with 3 Electrical Power Outlet - 16/3 Durable White Cable","PL-IFC-163W15P3","44","0.07%","52","0.07%","96%","1","0","2.27%","0.00%","$9.95","$0.00","1","0"
"B01LR30Y6S","B01K4ZDLHE","Play Platoon Premium Weather Resistant Duck Cloth Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - 4 Red & 4 Blue","B01K4ZDLHE.missing","432","0.73%","542","0.70%","100%","4","0","0.93%","0.00%","$76.52","$0.00","4","0"
"B01LR30Y6S","B01K4ZDO0S","Premium Weather Resistant Duckcloth Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - 4 Red & 4 Gray","PL-PP-CH-REGY","154","0.26%","186","0.24%","96%","69","0","44.81%","0.00%","$1,295.04","$0.00","68","0"
"B07B433B1P","B01LYFKMS9","Beer Bottle Cooler Sleeves for Party - Collapsible Neoprene Sleeve with Zipper","PL-PP-BTLS6","208","0.35%","289","0.37%","99%","104","0","50.00%","0.00%","$1,454.96","$0.00","99","0"
"B07ZWGCHYH","B01LZ1NV77","Premuim Disposable Plastics for Party or Wedding in Multiple Sizes & Styles (50, 9 in. - Clear)","PL-IL-PL9R-50","13","0.02%","14","0.02%","100%","1","0","7.69%","0.00%","$15.99","$0.00","1","0"
"B07V5QL5GJ","B01MZ25DR1","2 Pack of 6 Ft Outdoor Extension Cords - 16/3 Heavy Duty Black Extension Cord Pack","PL-IFC-163B06PK2","126","0.21%","141","0.18%","100%","64","0","50.79%","0.00%","$1,388.24","$0.00","54","0"
"B07HKNMZ86","B01N4GCZMK","50 Ft Outdoor Extension Cord - 16/3 Durable Black Cable with 3 Prong Grounded Plug for Safety","PL-IFC-163B50","107","0.18%","125","0.16%","8%","7","0","6.54%","0.00%","$199.90","$0.00","7","0"
"B08NRM17XZ","B01N5HRVY8","10 Ft Outdoor Extension Cord - 16/3 Durable Green Cable","PL-IFC-163G10-DL","48","0.08%","66","0.09%","91%","17","0","35.42%","0.00%","$294.78","$0.00","8","0"
