"(Parent) ASIN","(Child) ASIN","Title","SKU","Sessions","Session Percentage","Page Views","Page Views Percentage","Buy Box Percentage","Units Ordered","Units Ordered - B2B","Unit Session Percentage","Unit Session Percentage - B2B","Ordered Product Sales","Ordered Product Sales - B2B","Total Order Items","Total Order Items - B2B"
"B08NRM17XZ","B01N5HRVY8","10 Ft Outdoor Extension Cord - 16/3 Durable Green Cable","PL-IFC-163G10","48","0.08%","66","0.09%","91%","4","0","8.33%","0.00%","$57.19","$0.00","4","0"
"B08W9K4BGM","B01N9JZAN9","30Ft Retractable Extension Cord Reel with Breaker Switch & 3 Electrical Power Outlets - 16/3 SJTW Durable Yellow Cable - Perfect for Hanging from Your Garage Ceiling","PL-IFC-163CR30-BRK","256","0.43%","316","0.41%","12%","3","0","1.17%","0.00%","$131.85","$0.00","3","0"
"B08W9K4BGM","B01N9JZAN9","30Ft Retractable Extension Cord Reel with Breaker Switch & 3 Electrical Power Outlets - 16/3 SJTW Durable Yellow Cable - Perfect for Hanging from Your Garage Ceiling","PL-IFC-163CR30-BRK-DL","256","0.43%","316","0.41%","12%","1","0","0.39%","0.00%","$40.95","$0.00","1","0"
"B074TXVDWH","B01NALK16V","15 Ft Extension Cord with Foot Switch and 3 Electrical Power Outlet - 16/2 Durable White Foot Tap Extension Cord","PL-IFC-162W15P3F","57","0.10%","70","0.09%","100%","20","0","35.09%","0.00%","$179.00","$0.00","18","0"
"B08DG3KT32","B06XG3FSZ7","Play Platoon Over The Door Mini Basketball Hoop - Indoor Wall Mounted 16 x 12 Basketball Hoop Set with Shatterproof Backboard, Steel Rim","PL-PP-BB-WALL","248","0.42%","307","0.40%","100%","61","0","24.60%","0.00%","$1,181.02","$0.00","60","0"
"B09976QR3Y","B06XZVFXKS","Ilyapa 10 Pack 3 Inch Satin Nickel Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Brushed Nickel Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-S10","5","0.01%","8","0.01%","100%","4","0","80.00%","0.00%","$68.28","$0.00","1","0"
"B09976QR3Y","B06XZVSZ2B","Ilyapa 25 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-B25-DL","12","0.02%","18","0.02%","100%","8","0","66.67%","0.00%","$183.60","$0.00","3","0"
"B099LWLLDF","B06XZVSZ2B","Ilyapa 25 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-B25-DL","13","0.02%","18","0.02%","100%","3","0","23.08%","0.00%","$68.85","$0.00","2","0"
"B09976QR3Y","B06XZVSZ2B","Ilyapa 25 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-B25","12","0.02%","18","0.02%","100%","1","0","8.33%","0.00%","$14.99","$0.00","1","0"
"B07NLLM73F","B06XZVT2CD","Ilyapa Satin Nickel Kitchen Cabinet Pulls - 3 Inch Hole Center Bin Cup Drawer Handles - 10 Pack of Kitchen Cabinet Hardware - New Design …","PL-IL-CABPC-NL-S10","19","0.03%","21","0.03%","100%","10","0","52.63%","0.00%","$197.30","$0.00","4","0"
"B07NLLM73F","B06Y14DFLC","Ilyapa Matte Black Kitchen Cabinet Pulls - 3 Inch Hole Center Bin Cup Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABPC-NL-K10","20","0.03%","28","0.04%","100%","13","0","65.00%","0.00%","$245.88","$0.00","8","0"
"B0862HTHDL","B06Y174PRX","Play Platoon Kids Activity Table Set - 5 in 1 Water Table, Building Block Table, Craft Table and Sensory Table with Storage - Includes 2 Chairs and 25 Ex-Large Blocks – Primary Colors","JOS-PL-PP-B20X20T-RBYG","578","0.98%","789","1.02%","96%","1","0","0.17%","0.00%","$39.99","$0.00","1","0"
"B07YG87V1X","B06Y19BZ1P","Ilyapa 18 Pack Oil Rubbed Bronze Door Hinges - 3.5 x 3.5 Inch Interior Hinges for Doors Oil Rubbed Bronze with 5/8"" Radius Corners","PL-IL-DH35-B18","48","0.08%","59","0.08%","100%","14","0","29.17%","0.00%","$559.86","$0.00","10","0"
"B07HKNMZ86","B06ZZ4JHS9","100 Ft Outdoor Extension Cord - 16/3 Durable Black Cable with 3 Prong Grounded Plug for Safety","PL-IFC-163B100-DL","62","0.10%","75","0.10%","100%","19","0","30.65%","0.00%","$877.04","$0.00","9","0"
"B07HKNMZ86","B06ZZ4JHS9","100 Ft Outdoor Extension Cord - 16/3 Durable Black Cable with 3 Prong Grounded Plug for Safety","PL-IFC-163B100","62","0.10%","75","0.10%","100%","1","0","1.61%","0.00%","$44.16","$0.00","1","0"
"B08NRM17XZ","B06ZZDX2GD","100 Foot Outdoor Extension Cord - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Decorations","PL-IFC-163G100","71","0.12%","86","0.11%","99%","4","0","5.63%","0.00%","$249.80","$0.00","4","0"
"B08NRM17XZ","B06ZZDX2GD","100 Foot Outdoor Extension Cord - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Decorations","PL-IFC-163G100-DL","71","0.12%","86","0.11%","99%","10","0","14.08%","0.00%","$629.50","$0.00","1","0"
"B082999HTV","B071XQVHG7","Play Platoon Spider Web Tree Swing - 24 Inch Diameter, 400 lb Weight Capacity, Fully Assembled, Easy to Install","PL-PP-S24WEB","8","0.01%","8","0.01%","100%","2","0","25.00%","0.00%","$177.10","$0.00","2","0"
"B07HKG7ZCL","B073ZN541L","25 Foot Lighted Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety","amzn.gr.PL-IFC-123Y25P-DL-4DrrOuo23-E-GD","202","0.34%","255","0.33%","98%","1","0","0.50%","0.00%","$24.10","$0.00","1","0"
"B07HKG7ZCL","B073ZN7PN9","15 Foot Lighted Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety","PL-IFC-123Y15P-DL","87","0.15%","111","0.14%","100%","1","0","1.15%","0.00%","$25.73","$0.00","1","0"
"B07ZWGCHYH","B074SWZJRB","Ilyapa 100 Premium Clear Plastic Plates for Dinner Party or Wedding - 9 Inch Fancy Disposable Plastics Plates","PL-IL-PL9R-100","12","0.02%","15","0.02%","100%","1","0","8.33%","0.00%","$31.00","$0.00","1","0"
"B0856YTCHG","B074TM1L1N","40 Foot Outdoor Extension Cord - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G40","12","0.02%","12","0.02%","83%","5","0","41.67%","0.00%","$148.31","$0.00","5","0"
"B08TB3Q9LB","B074TR91HY","20 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Cable","PL-IFC-163G20P","20","0.03%","26","0.03%","100%","10","0","50.00%","0.00%","$159.99","$0.00","10","0"
"B08T6MGFL7","B074TSPX5C","15 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Green Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G15P","33","0.06%","39","0.05%","97%","2","0","6.06%","0.00%","$27.00","$0.00","2","0"
"B08T6MGFL7","B074TWQGCL","50 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Green Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G50P-DL","14","0.02%","16","0.02%","100%","2","0","14.29%","0.00%","$95.82","$0.00","2","0"
"B08NRM17XZ","B074TZQ9GW","15 Foot Outdoor Extension Cord - 16/3 SJTW Durable Green Extension Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G15-DL","25","0.04%","33","0.04%","88%","1","0","4.00%","0.00%","$20.64","$0.00","1","0"
"B08TP372LK","B077TFWLD7","Malem Ultimate PRO 8 Selectable Tones Bedwetting Alarm for Girls & Boys w Loud Sound and Strong Vibration to Stop Bed Wetting-Camouflage","M-M04P-SC","5","0.01%","5","0.01%","100%","1","0","20.00%","0.00%","$109.95","$0.00","1","0"
"B01LR30Y6S","B077XMJPF3","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Hunter Green & Navy Blue","PL-PP-CH-HGNB","85","0.14%","108","0.14%","50%","11","0","12.94%","0.00%","$208.89","$0.00","11","0"
"B01LR30Y6S","B077XMJPF3","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Hunter Green & Navy Blue","PL-PP-CH-HGNB-CP","85","0.14%","108","0.14%","50%","17","0","20.00%","0.00%","$322.83","$0.00","17","0"
"B01LR30Y6S","B077XN75ZG","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - White & Black","PL-PP-CH-WHBK-DL","70","0.12%","83","0.11%","6%","1","0","1.43%","0.00%","$24.41","$0.00","1","0"
"B08LZQNLV2","B077ZHGNKC","6 Ft Outdoor Patio Umbrella, Easy Open/Close Crank and Push Button Tilt Adjustment - Beige Market Umbrellas","PL-PUN-6UBEG","102","0.17%","161","0.21%","40%","3","0","2.94%","0.00%","$206.97","$0.00","3","0"
"B07NZ7V1MP","B0784Z3RDC","Non-Toxic Extra-Thick Childrens Play Mat, 9 Tiles - 72 x 72 inch Comfortable Cushiony Foam Floor Puzzle Mat for Kids & Toddlers with 24 x 24 inch Tiles - Grey","PL-PP-15PRT09","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","$59.95","$0.00","1","0"
"B077TX68W3","B07851PB5V","Rustic Wooden Magnetic Kitchen Chalkboard Sign - 12x16 Inch Graywash Framed Wall Hanging Chalk Board for Farmhouse Decor, Wedding, Restaurant Menu & Home","PL-IL-KCHB12X16-WH","70","0.12%","85","0.11%","100%","16","0","22.86%","0.00%","$255.84","$0.00","16","0"
"B01LR30Y6S","B0785GJ9LF","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Hunter Green & Black","PL-PP-CH-HGBK-CP","91","0.15%","118","0.15%","14%","9","0","9.89%","0.00%","$179.91","$0.00","9","0"
"B01LR30Y6S","B0785GJ9LF","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Hunter Green & Black","PL-PP-CH-HGBK","91","0.15%","118","0.15%","14%","5","0","5.49%","0.00%","$87.81","$0.00","5","0"
"B078C78RZR","B078C78RZR","Malem Ultimate PRO Pink Bedwetting Alarm for Girls & Boys with Loud Sound and Strong Vibration to Stop Bed Wetting","M-M04P-S1","4","0.01%","6","0.01%","100%","1","0","25.00%","0.00%","$105.95","$0.00","1","0"
"B08LZQNLV2","B078D7S8FQ","6 Ft Outdoor Patio Umbrella, Easy Open/Close Crank and Push Button Tilt Adjustment - Aqua Market Umbrellas on Sale","PL-PUN-6UAQU","286","0.48%","449","0.58%","99%","43","0","15.03%","0.00%","$2,149.57","$0.00","35","0"
"B078KQBVBN","B078KBCXKT","","PL-IFC-103Y50P","70","0.12%","94","0.12%","100%","8","0","11.43%","0.00%","$564.00","$0.00","7","0"
"B07V5QL5GJ","B078KBJGTP","5 Pack of 1 Foot Black Extension Cords - 16/3 SJT Durable Electrical Extension Cord Set","PL-IFC-163B01-5PK","32","0.05%","35","0.05%","100%","6","0","18.75%","0.00%","$92.58","$0.00","6","0"
"B07HKN6H6V","B078KG2F4C","10 Ft Black Oil Resistant Extension Cord with 3 Electrical Power Outlets for Farms and Ranches - 14/3 SJTOW Heavy Duty Cable with 3 Prong Grounded Plug for Safety","PL-IFC-143B10P","40","0.07%","57","0.07%","4%","1","0","2.50%","0.00%","$25.95","$0.00","1","0"
"B078KQBVBN","B078KKZ89B","","PL-IFC-103Y100P","45","0.08%","57","0.07%","72%","3","0","6.67%","0.00%","$508.08","$0.00","3","0"
"B08YRX63PP","B078KPH2C7","25 Ft Extension Cord with 3 Electrical Power Outlets - 14/3 SJTOW Heavy Duty Black Cable","PL-IFC-143B50","22","0.04%","23","0.03%","100%","4","0","18.18%","0.00%","$115.80","$0.00","1","0"
"B07B115LCF","B07B115LCF","Play Platoon Spider Web Tree Swing Rectangle - 40 x 30 inch, Fully Assembled, 600 lb Weight Capacity, Easy to Install","PL-PP-S40X30-REC-WEB","2","0.00%","2","0.00%","100%","1","0","50.00%","0.00%","$102.78","$0.00","1","0"
"B082999HTV","B07B12ZHVV","Play Platoon Spider Web Tree Swing - 40 Inch Diameter, Fully Assembled, 600 lb Weight Capacity, Easy to Install, Cool Multi Color","PL-PP-S40WEB-CL","26","0.04%","30","0.04%","100%","5","0","19.23%","0.00%","$449.95","$0.00","4","0"
"B08DYDDCC4","B07BKBC395","Outdoor Glass Beverage Dispenser 2 Pack with Sturdy Metal Base, Hanging Chalkboards & Stainless Steel Spigots - Double Drink Dispensers for Lemonade, Tea, Cold Water & More","PL-IL-WD15X25-SSP","157","0.27%","201","0.26%","100%","16","0","10.19%","0.00%","$1,074.52","$0.00","16","0"
"B08W9K4BGM","B07BKP4H3J","30Ft Retractable Extension Cord Reel with Breaker Switch & 3 Electrical Power Outlets - 16/3 SJTW Durable Red Cable - Perfect for Hanging from Your Garage Ceiling","PL-IFC-163CR30-REBK","33","0.06%","38","0.05%","100%","7","0","21.21%","0.00%","$307.65","$0.00","7","0"
"B08YFJKC1Z","B07CRNJ62N","Malem Ultimate Selectable Bedwetting Enuresis Alarm with Vibration & 8 Tones- Magenta","J-M04S-A","2","0.00%","2","0.00%","50%","2","0","100.00%","0.00%","$219.90","$0.00","2","0"
"B01LR30Y6S","B07DRP3QNF","Premium Weather Resistant Duckcloth Cornhole Bags - Set of 8 Halloween Bean Bags for Corn Hole Game - Regulation Size & Weight - 4 Orange & 4 Black","PL-PP-CH-ORBK-B-DL","132","0.22%","156","0.20%","100%","3","0","2.27%","0.00%","$62.85","$0.00","3","0"
"B01LXCI1Z4","B07FF3QL1Y","Ilyapa Office Chair Mat for Hard Floors 2 Pack 30"" x 48"" Heavy Duty Clear, PVC Chair Mat for Hardwood and Tile Floors, Protective Floor Mat for Home or Office","PL-IL-CM30X48RW-2PK-FN-RL-DL","136","0.23%","166","0.21%","98%","1","0","0.74%","0.00%","$35.19","$0.00","1","0"
"B096N1HZ6H","B07FF8Y5DJ","Ilyapa Oil Rubbed Bronze 1 1/4 Square Kitchen Cabinet Knobs - 10 Pack of Drawer Handles Hardware","PL-IL-CABKSQ-B10","14","0.02%","21","0.03%","100%","4","0","28.57%","0.00%","$67.96","$0.00","4","0"
"B07FFF8PJQ","B07FF9KRG2","Ilyapa 12 Pack Hinge Pin Oil Rubbed Bronze Door Stops -Heavy Duty Adjustable Door Stopper 2-1/2"" x 1-3/4”,with Black Rubber Bumper Tips","PL-IL-DS-HP-B12-TBK","6","0.01%","8","0.01%","88%","11","0","183.33%","0.00%","$176.06","$0.00","4","0"
"B096N1HZ6H","B07FF9ZY2S","Ilyapa Black 1 1/4 Square Kitchen Cabinet Knobs - 10 Pack of Drawer Handles Hardware","PL-IL-CABKSQ-BK10","25","0.04%","39","0.05%","100%","2","0","8.00%","0.00%","$29.36","$0.00","2","0"
"B096N1HZ6H","B07FFB25SK","Ilyapa Satin Nickel 1 1/4 Square Kitchen Cabinet Knobs - 10 Pack of Drawer Handles Hardware","PL-IL-CABKSQ-S10","9","0.02%","10","0.01%","70%","1","0","11.11%","0.00%","$12.99","$0.00","1","0"
"B07FFFMBRN","B07FFB622C","Ilyapa Ball Catch Door Hardware for Closet, Black 2 Pack","PL-IL-CDBC-BK2","32","0.05%","40","0.05%","72%","8","0","25.00%","0.00%","$89.53","$0.00","8","0"
"B08P29D2HF","B07FFBBLSY","Ilyapa Solid Door Stops - 10 Pack 2 ⅞ Inch Heavy Duty Door Stop - Traditional Solid Door Stop - White w/Rubber Bumper","PL-IL-DS-SLD-WH10","4","0.01%","5","0.01%","100%","5","0","125.00%","0.00%","$93.95","$0.00","3","0"
"B0997DVYJW","B07FFBDCLD","Ilyapa Satin Nickel Kitchen Cabinet Pulls - 3 Inch Hole Center Curved Pull Handle Bar - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABPT-CRV-S10","18","0.03%","22","0.03%","91%","1","0","5.56%","0.00%","$21.99","$0.00","1","0"
"B08P29D2HF","B07FFBKCXK","Ilyapa Solid Door Stops - 10 Pack 2 ⅞ Inch Heavy Duty Door Stop - Traditional Solid Door Stop - Satin Nickel w/Rubber Bumper","PL-IL-DS-SLD-S10","5","0.01%","7","0.01%","100%","3","0","60.00%","0.00%","$41.97","$0.00","3","0"
"B099781BC7","B07FFBY3PH","Oil Rubbed Bronze Kitchen Cabinet Pulls - 3 Inch Bar - 10 Pack of Kitchen Cabinet Hardware","PL-IL-CABPT-SQR-B10","26","0.04%","33","0.04%","100%","8","0","30.77%","0.00%","$185.92","$0.00","4","0"
"B07FFF8PJQ","B07FFBZN98","Ilyapa 6 Pack Hinge Pin Black Door Stops -Heavy Duty Adjustable Door Stopper 2-1/2"" x 1-3/4”,with Black Rubber Bumper Tips","PL-IL-DS-HP-BK6-TBK","10","0.02%","13","0.02%","100%","6","0","60.00%","0.00%","$63.94","$0.00","5","0"
"B08T63XBNV","B07FFC2TF3","Ilyapa Spring Door Stops - 10 Pack 3 ¼ Inch Heavy Duty Door Stop - Traditional Spring Door Stop - Black w/Rubber Bumper","PL-IL-DS-BK10","7","0.01%","8","0.01%","0%","2","0","28.57%","0.00%","$31.98","$0.00","1","0"
"B099LWLLDF","B07FFC74VZ","Ilyapa 10 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-B10","9","0.02%","14","0.02%","100%","2","0","22.22%","0.00%","$33.98","$0.00","2","0"
"B07FFC74VZ","B07FFC74VZ","Ilyapa 10 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-B10","11","0.02%","16","0.02%","100%","2","0","18.18%","0.00%","$33.36","$0.00","2","0"
"B07FFFMBRN","B07FFC89RJ","Ilyapa Ball Catch Door Hardware for Closet, Satin Nickel 2 Pack","PL-IL-CDBC-S2","16","0.03%","22","0.03%","100%","6","0","37.50%","0.00%","$55.14","$0.00","6","0"
"B08P29D2HF","B07FFC95DY","Ilyapa Solid Door Stops - 10 Pack 2 ⅞ Inch Heavy Duty Door Stop - Traditional Solid Door Stop - Oil Rubbed Bronze w/Rubber Bumper","PL-IL-DS-SLD-B10","21","0.04%","21","0.03%","100%","14","0","66.67%","0.00%","$209.86","$0.00","13","0"
"B07FFF8PJQ","B07FFCHW83","Ilyapa 6 Pack Hinge Pin Satin Nickel Door Stops -Heavy Duty Adjustable Door Stopper 2-1/2"" x 1-3/4”,with White Rubber Bumper Tips","PL-IL-DS-HP-S6-TWH","11","0.02%","11","0.01%","100%","1","0","9.09%","0.00%","$8.22","$0.00","1","0"
"B097HNMKRC","B07FFCP2G5","Ilyapa Satin Nickel Kitchen Cabinet Knobs - 1 1/4 Round Drawer Handles - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABKRB-RD-S25","31","0.05%","37","0.05%","100%","11","0","35.48%","0.00%","$291.89","$0.00","7","0"
"B07KPMC7LX","B07FYVYRDM","25 Ft All Weather Extension Cord - Stays Flexible in Extreme Cold & Hot Temperatures from -58°F to +221°F - 12/3 SJEOW Heavy Duty Lighted Outdoor Extension Cable","PL-IFC-AW123BL25-DL","13","0.02%","14","0.02%","86%","1","0","7.69%","0.00%","$40.99","$0.00","1","0"
"B07YVCNZD9","B07FYWBPHR","14/2 Low Voltage Landscape Wire - 100ft Outdoor Low-Voltage Cable for Landscape Lighting, Black","PL-IFC-LV142B100","25","0.04%","29","0.04%","100%","4","0","16.00%","0.00%","$135.96","$0.00","4","0"
"B07YVCNZD9","B07FYWH2SL","16/2 Low Voltage Landscape Wire - 100ft Outdoor Low-Voltage Cable for Landscape Lighting, Black","PL-IFC-LV162B100","13","0.02%","25","0.03%","100%","3","0","23.08%","0.00%","$49.98","$0.00","2","0"
"B07LFLRRSN","B07G17LC7F","30 Amp Generator Cord - 25 Ft 4 Outlet Generator Power Cable with Organizer, L14-30, 10/4 SJTW, 125/250v, 7500 Watt","PL-IFC-L14-104Y25-P4-FN","42","0.07%","62","0.08%","100%","5","0","11.90%","0.00%","$284.95","$0.00","4","0"
"B07LFLRRSN","B07G19W76G","30 Amp Generator Cord - L14-30 10 Ft Generator Power Cable with Organizer 10/4 SJTW, 125/250v, 7500 Watt","PL-IFC-L14-104B10-FN","24","0.04%","25","0.03%","100%","4","0","16.67%","0.00%","$119.96","$0.00","4","0"
"B07LFLRRSN","B07G19ZKS4","30 Amp Generator Cord - L14-30 20 Ft Generator Power Cable with Organizer 10/4 SJTW, 125/250v, 7500 Watt","PL-IFC-L14-104B20-FN","7","0.01%","7","0.01%","100%","1","0","14.29%","0.00%","$41.99","$0.00","1","0"
"B07G1BF391","B07G1BF391","30 Amp Generator Cord - 25 Ft 3 Outlet Generator Power Cable with Organizer and Twist Lock, L5-30P, 10/3 SJTW, 125v, 3750 Watt","PL-IFC-L5-103Y25-P3-FN","40","0.07%","71","0.09%","90%","5","0","12.50%","0.00%","$244.95","$0.00","5","0"
"B07V5QL5GJ","B07G7FPND8","2 Pack of 25 Ft Outdoor Extension Cords - 16/3 Durable Black 3 Prong Extension Cord Pack","PL-IFC-163B25-2PK","37","0.06%","45","0.06%","78%","12","0","32.43%","0.00%","$345.01","$0.00","11","0"
"B07JBH4QN7","B07G7FPX6Q","20 Ft White Extension Cord 2 Pack - 16/3 Durable Electrical Cable","PL-IFC-163W20-2PK","17","0.03%","21","0.03%","95%","10","0","58.82%","0.00%","$223.51","$0.00","9","0"
"B081TLHL98","B07G7FZWHQ","Pack of 2 Outdoor Extension Cords, 15 FT ea - 16/3 Durable Green 3 Prong Extension Cord Pack","PL-IFC-163G15-2PK","36","0.06%","42","0.05%","100%","13","0","36.11%","0.00%","$228.57","$0.00","12","0"
"B081TLHL98","B07G7GVBXB","2 Pack of 10 Ft Outdoor Extension Cords - 16/3 Durable Green 3 Prong Cable - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G10-2PK","31","0.05%","37","0.05%","100%","26","0","83.87%","0.00%","$379.55","$0.00","17","0"
"B0856YTCHG","B07G7HVRJP","2 Pack of 20 Ft Outdoor Extension Cords - 16/3 Durable Green Cable - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G20-2PK","13","0.02%","18","0.02%","100%","5","0","38.46%","0.00%","$97.50","$0.00","5","0"
"B07JBH4QN7","B07GT2S5C1","15 Ft White Extension Cord 2 Pack - 16/3 Durable Electrical Cable","PL-IFC-163W15-2PK","18","0.03%","20","0.03%","100%","11","0","61.11%","0.00%","$211.75","$0.00","11","0"
"B07GT3JGRH","B07GT3JGRH","6 Ft White Extension Cord 2 Pack - 16/3 Durable Electrical Cable","PL-IFC-163W06-2PK","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","$9.99","$0.00","1","0"
"B081TLHL98","B07GT4CL6Z","2 Pack of 25 Foot Outdoor Extension Cords - 16/3 SJTW Durable Green Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G25-2PK","31","0.05%","35","0.05%","100%","22","0","70.97%","0.00%","$571.92","$0.00","21","0"
"B07JBH4QN7","B07GT512X8","10 Ft White Extension Cord 2 Pack - 16/3 Durable Electrical Cable","PL-IFC-163W10-2PK","39","0.07%","54","0.07%","100%","28","0","71.79%","0.00%","$382.65","$0.00","28","0"
"B07H5P1LYM","B07H5QFH21","Corn Filled Cornhole Bags - Set of 8 Halloween Bean Bags for Corn Hole Game - Regulation Size & Weight - Orange and Black","PL-PP-CHC-ORBK","21","0.04%","31","0.04%","100%","12","0","57.14%","0.00%","$215.88","$0.00","12","0"
"B07H7RBZFH","B07H7T2XTX","Ilyapa Rustic Wooden Magnetic Tabletop Chalkboard Sign - 10x14 Wood A-Frame Standing Sandwich Board Menu Display - Brown","PL-IL-TTMB-BRN-DL","11","0.02%","12","0.02%","100%","2","0","18.18%","0.00%","$39.98","$0.00","2","0"
